area,bedrooms,bathrooms,stories,parking,age,price
1913,6,3,3,1,13,10716113
2653,3,1,4,0,24,12589462
3136,1,1,2,1,29,13971528
3220,4,4,4,0,25,15517523
3515,6,4,1,1,9,17782366
3479,3,2,4,3,25,16759023
3534,1,3,3,3,27,16617786
1140,4,2,4,1,15,6562561
4457,3,3,2,2,27,20453183
2174,4,2,1,0,1,11182742
2945,3,4,1,1,8,14313443
2080,4,2,3,3,12,10670722
3204,1,3,3,0,24,14926615
4820,1,4,3,2,8,22607405
1407,1,1,4,0,16,6858779
853,6,1,3,1,1,6024607
2567,2,4,1,0,5,12932637
3966,1,3,2,1,7,18449723
2971,1,1,2,2,15,13297704
4291,1,4,2,2,20,20157452
860,5,1,4,2,18,5684379
2702,6,5,4,0,4,15229927
1866,6,3,4,1,22,9986894
3371,3,1,2,0,9,15746956
4006,3,2,2,2,11,19125148
3852,4,5,1,1,14,19068114
2386,2,1,1,1,20,10535151
3222,5,5,4,3,3,18168360
1627,5,5,3,0,22,9350104
4617,6,1,3,0,26,21540727
1887,5,1,3,3,23,9401250
3274,6,3,4,0,25,16005832
1277,3,5,1,3,24,7224162
3496,6,5,3,3,1,19638648
1223,5,3,4,3,16,7704374
4221,6,1,3,1,17,21175229
4956,6,1,1,2,29,22719483
2308,4,4,4,3,29,11561604
4364,4,3,4,3,24,21612338
2629,5,3,3,3,14,14283221
2835,3,5,4,3,5,15724651
4670,2,1,1,0,20,20942437
4338,5,1,2,2,23,20416982
2845,3,1,4,1,25,13627644
1217,6,4,2,3,4,8691636
2585,2,1,4,2,30,11548864
4195,5,3,1,1,4,20720592
1785,6,2,3,0,13,9716018
4841,2,4,1,0,7,22653245
2383,2,4,3,1,13,12491430
1164,1,1,4,1,8,5978872
4237,2,1,3,1,14,19916721
1234,1,2,2,0,21,5896788
3059,4,3,4,3,22,14899042
3572,4,5,2,0,8,18408225
885,2,5,4,0,13,5617621
3331,5,5,2,1,29,16483343
4764,3,1,2,2,22,21561179
2084,4,2,1,2,5,11243419
3716,2,3,1,3,2,17774116
3451,6,3,4,1,10,18490039
570,4,1,4,1,1,4401353
3097,4,1,2,0,29,14407436
1397,2,5,2,2,5,8390920
1757,4,4,2,3,16,9473124
2830,6,1,1,3,2,15584153
2799,3,3,2,2,28,12850222
3187,1,2,2,3,30,13856033
4619,1,1,2,0,0,21351168
4968,3,1,4,3,11,24259904
2043,1,2,1,2,8,10258884
3284,2,4,1,2,20,15753552
3222,3,1,3,0,27,14443676
2292,6,1,1,3,29,11779925
3163,4,1,3,3,11,15545512
3785,4,5,3,3,8,19245863
1522,5,2,4,0,23,7925487
1174,5,3,2,0,14,7446551
1775,1,2,1,3,6,8468666
3380,6,2,4,2,7,18093495
1071,1,4,2,1,7,5928352
4965,6,3,2,2,25,24083500
2125,6,3,2,2,22,11153698
527,4,2,3,1,18,3429640
2994,1,4,1,1,6,14244089
4054,1,3,3,1,19,18328779
1707,1,1,3,1,30,6923514
3011,2,5,2,2,30,14021667
3484,4,5,2,2,9,17562709
4049,3,4,1,0,3,20061575
1042,5,2,4,3,28,5926252
3179,3,5,1,0,2,16631063
3766,4,4,2,3,15,18619868
752,3,3,1,0,16,4141891
2949,3,4,3,0,4,15157688
1398,2,5,4,0,6,7898484
3486,6,2,1,0,21,17299192
2586,1,3,2,1,10,12830049
2022,2,5,2,0,25,10092502
4252,3,5,3,0,18,20470482
1480,5,2,3,0,1,8720253
1701,6,3,4,1,5,10817571
2907,2,3,2,2,21,13984481
2635,3,5,3,3,1,14351533
1998,2,4,4,1,8,10274498
4622,6,3,4,3,15,23326497
4336,3,5,4,2,13,21355740
2653,6,2,2,0,0,14159699
3344,6,5,3,1,13,17629927
3024,4,3,3,3,20,14835544
2067,5,1,3,0,28,10079048
2667,2,3,4,2,30,12131620
1740,6,1,4,3,12,9801869
519,5,5,2,3,15,4460589
2929,1,4,2,1,9,14616700
3882,3,1,3,3,30,17371158
2791,2,5,2,3,22,13545624
4086,3,1,3,0,22,18560213
2128,3,2,4,0,10,10607852
1846,1,1,1,2,1,9490973
3019,3,2,2,0,25,14065301
1581,2,1,3,3,24,7871698
1794,6,2,4,1,4,10367156
4611,6,5,1,3,23,22442041
1831,3,4,1,3,25,8913697
679,3,3,3,1,18,4254094
3127,6,1,1,0,1,15747977
3561,1,5,1,3,1,18152435
3801,2,4,2,1,2,18338328
1177,2,1,1,0,26,5116077
1728,5,3,3,1,29,8988837
1767,2,1,2,2,28,7978027
2760,4,2,4,0,22,13695425
4718,4,4,3,1,25,22191598
2752,6,5,3,1,22,15021254
4286,5,4,4,0,8,22013806
598,1,1,3,1,6,2945449
4601,3,2,1,0,13,21278760
2313,5,5,2,1,17,12714989
2334,3,1,4,2,10,11539515
3910,1,5,4,0,18,18396153
3386,5,2,4,2,5,17344874
4109,1,2,3,3,28,18595129
3958,2,3,3,0,14,18384743
910,3,4,3,0,19,4896331
2037,3,2,2,0,18,9909117
696,1,4,4,1,25,3518872
3873,6,1,1,0,7,18946288
1101,5,1,1,3,24,5867949
2077,5,4,3,2,7,12267110
3635,6,5,1,3,12,19219402
998,4,5,2,1,8,6213376
2424,6,3,2,0,19,12429277
3930,3,2,4,3,12,18940035
585,3,5,4,0,23,4069655
569,2,1,1,0,6,2829034
1554,2,4,3,3,28,7337441
3143,2,1,2,0,11,14716023
2398,6,5,3,1,4,13520296
1157,3,2,1,2,14,6449484
594,1,4,1,1,6,3462989
4078,4,4,2,2,27,19790644
3714,6,1,2,3,21,18547915
2508,6,5,2,3,18,13765379
951,5,5,2,1,7,7049962
2017,6,4,1,3,19,10869367
4827,6,2,2,1,18,23055858
4221,2,1,1,1,25,18469140
3882,2,5,3,1,22,18716867
2270,5,5,2,3,4,12856314
755,4,4,4,0,8,5697864
4314,6,3,1,2,0,22182909
648,2,4,1,1,6,4473031
4698,4,4,2,1,18,23023288
2316,1,1,2,0,5,10473305
1594,5,1,4,1,3,9623759
1440,2,3,1,2,9,7996381
2254,1,2,2,2,17,10719863
2692,6,3,4,1,11,14688766
2351,5,5,3,2,29,11819420
2495,4,2,3,0,27,11460877
2185,2,4,4,3,9,11948341
1012,1,5,4,2,24,4979472
1118,6,3,3,3,22,7022731
1364,6,5,3,3,16,8522507
730,5,4,4,0,14,5847005
2871,6,4,4,2,25,15186718
4519,1,5,2,0,4,21423871
1098,2,5,4,3,8,6573350
3325,4,4,1,3,13,16320020
1385,6,3,1,2,11,8084996
3480,1,5,1,1,19,16187165
3502,4,3,1,2,25,16826307
3439,2,5,2,2,17,16582153
2148,3,4,1,1,2,11803431
3151,5,1,1,2,4,16314791
3617,5,4,3,2,13,18099703
2053,6,2,4,0,3,12222591
1148,3,5,4,3,15,6954993
3086,6,5,4,2,9,16699124
4009,6,1,2,2,16,19752463
2199,6,5,1,2,11,12068052
4008,4,1,3,2,25,18766809
2412,4,1,1,0,1,12171426
3119,2,3,4,2,21,15412625
1011,3,1,1,2,20,5231283
2590,6,2,3,2,7,14370751
519,2,1,1,3,24,2506810
1018,6,4,1,2,3,7057683
1918,1,5,1,3,11,10033466
553,2,3,4,1,5,3758544
3669,3,3,2,2,4,18138198
3862,2,1,4,1,8,18494831
674,5,1,3,3,5,4930053
4407,5,4,1,1,1,22074390
3429,1,5,3,1,14,16742814
869,3,3,2,1,14,5209958
3496,3,5,2,1,2,17706047
577,4,2,2,2,2,5004984
743,4,3,2,1,27,4558578
2690,2,3,3,2,1,14134855
2120,4,5,1,0,29,10630652
1605,4,5,3,0,13,9393925
1055,4,2,1,1,21,5780534
1309,6,4,4,2,16,8072311
2766,6,1,3,0,24,13638117
3429,6,1,2,0,18,17328834
3011,1,4,3,2,8,14497000
621,4,3,1,0,27,3676842
4054,5,1,4,1,7,20122171
3984,3,3,2,3,18,19563499
692,3,3,1,3,15,4126629
1670,1,2,4,0,13,7803423
1666,6,5,1,2,27,9119803
3376,4,3,4,1,30,16262762
2637,3,4,1,3,0,14246921
1583,2,3,3,2,25,7739162
1099,3,4,4,2,27,5829818
1674,6,1,1,1,14,8707311
4546,2,3,1,1,18,21029331
1744,1,2,1,1,21,8006116
2003,5,3,3,0,0,11331754
3705,3,3,4,0,20,17453028
3773,6,4,4,3,14,19383683
3992,5,3,2,0,27,18568890
3218,1,5,1,3,26,14953781
1508,6,2,4,1,14,8787089
1603,2,3,3,2,9,8353813
514,5,4,4,0,0,5209627
3679,4,2,2,0,5,17940134
4831,3,3,2,3,20,23325611
3894,4,4,1,2,1,19596560
4619,3,5,3,1,15,22822567
4048,1,3,2,1,26,17751621
3666,2,1,2,3,28,16834464
2690,1,2,1,3,12,12831058
4814,6,2,2,0,20,23258653
1909,2,4,4,0,7,10210742
4021,3,5,1,0,16,19821088
2698,5,1,2,0,22,12791943
1456,5,5,1,2,1,9104884
654,5,1,4,1,6,4971320
3253,5,2,4,3,21,16639786
1312,6,1,2,0,30,6449385
1462,3,5,4,2,13,8343997
2418,6,1,4,3,3,13967813
4291,4,1,1,0,17,20107269
1654,4,5,4,3,0,10342843
1866,4,3,2,1,3,10287356
3012,2,5,1,2,11,15122747
3747,6,2,3,0,10,19310138
2973,3,2,1,0,6,14672438
2402,2,5,2,0,5,12376601
1190,2,3,4,1,15,6786744
2701,6,1,3,2,6,14606275
3216,4,1,4,0,25,15382632
2930,4,5,4,0,7,15803328
828,4,3,2,0,18,4701442
737,1,3,3,3,26,3877946
3877,6,5,4,1,20,19649735
2971,3,1,1,1,7,14702490
3984,4,3,1,1,6,19775289
3513,6,1,2,3,23,17160406
1089,3,5,4,2,30,6275082
4061,1,3,2,3,8,19258855
1362,5,2,1,0,30,6770125
4597,4,3,4,2,25,22369556
1102,1,4,3,1,15,5808269
2424,1,5,2,1,12,11529928
2305,2,4,1,1,0,12456124
2814,3,3,3,0,21,13369924
4398,2,3,3,3,11,21125996
504,2,5,4,1,20,3934284
1592,4,5,1,1,29,7829881
2912,4,2,1,3,19,14603780
1989,4,1,3,0,11,10017587
2889,4,3,2,3,25,14081757
1615,3,5,2,3,29,8320317
4121,6,2,2,0,5,21248314
3313,1,4,1,0,14,15616772
4983,3,1,1,1,5,23035113
4819,2,1,4,2,25,22332324
2142,1,5,2,2,24,10513247
4298,2,5,1,3,28,20334689
936,4,1,4,1,5,6346548
2430,6,3,3,2,1,14383313
3329,3,4,4,1,26,16246863
2140,6,2,2,3,5,12572990
4835,6,2,4,1,10,24633745
2187,6,2,1,0,0,12279592
2379,1,3,4,1,29,11245041
685,3,1,3,1,4,4816076
2201,4,1,3,1,13,11097904
1078,3,3,1,2,22,5824326
2894,3,2,2,0,30,13460718
1825,1,3,1,0,27,7783375
724,2,4,3,2,14,5043509
3105,6,4,4,2,6,17338406
1988,3,4,3,1,12,10921726
1564,5,2,3,1,26,8181032
3419,6,1,2,2,10,17662543
4284,3,4,3,3,27,20716155
842,6,1,2,1,3,6089632
3624,1,2,4,1,23,16201156
2838,5,3,4,2,15,14445403
2624,4,4,4,2,0,14677434
1651,2,5,1,1,26,7923856
1667,3,3,1,0,25,7501705
903,1,1,2,2,7,5029989
1144,4,1,2,3,13,6117229
4921,3,2,3,1,10,23986228
2639,2,5,2,3,0,14260670
3601,4,1,2,0,18,16788077
913,4,3,4,0,30,4967798
3866,6,1,3,3,6,19660270
4341,5,5,3,1,16,22165344
2071,4,5,1,1,10,10876484
1229,1,1,3,1,15,6228635
4585,2,1,2,0,18,20525660
1973,1,5,4,3,9,10778657
2245,4,5,2,1,29,11133875
4598,4,3,4,2,0,22978526
3654,5,4,2,0,5,18892415
2504,5,3,1,0,23,12752922
4538,2,2,2,0,7,21129895
1319,5,3,2,3,17,7869307
4958,1,4,2,2,24,22680838
3355,3,1,1,0,14,15890626
741,4,2,4,3,23,4814500
799,5,1,2,0,7,5179421
3726,2,5,1,1,30,16740883
3429,2,5,2,3,26,16279365
1643,4,1,2,0,8,8815822
4088,6,5,2,2,3,21564419
4551,5,3,3,3,25,22504751
4720,4,3,2,1,7,23343334
1162,2,4,2,0,22,5670891
3562,2,5,3,3,19,17037340
2375,1,5,1,0,25,10675335
3590,4,2,1,3,25,17407520
2041,6,2,4,1,27,10721270
2376,6,2,2,0,26,12229428
2930,3,5,2,2,16,15230929
4581,2,3,4,1,20,21779999
2298,4,1,4,0,16,11757091
4025,4,3,2,3,27,19244361
2453,1,3,2,0,16,11345247
3791,3,3,4,2,20,18215431
1805,6,5,4,0,0,11200642
2407,4,1,1,0,20,11179384
3026,6,3,3,1,26,14865501
3309,6,2,1,1,16,16062231
3907,6,2,4,1,20,19002673
3541,2,1,2,3,6,17297803
1392,4,1,4,2,4,8094388
3552,6,2,3,0,30,16765632
908,6,2,1,1,19,5632355
718,6,3,3,2,2,5952143
3759,3,5,1,2,15,17923626
4681,3,5,1,2,28,21546253
639,2,2,3,2,20,3763505
2879,1,1,1,0,14,12776763
1105,3,5,2,3,12,6889659
1463,1,2,3,1,27,6064600
4769,5,1,3,0,12,22548376
4952,1,5,3,2,21,22860132
1086,5,4,4,0,14,6654353
4162,1,5,2,2,12,19478806
2169,3,1,1,1,22,10080747
3716,4,2,4,0,25,17435239
3702,2,1,2,3,9,18049698
839,1,1,1,3,24,3761505
3013,4,2,3,3,8,15075734
733,1,4,1,0,24,3687128
936,3,3,2,1,24,5310881
2432,2,2,1,0,26,11067874
1757,6,3,3,2,21,10002257
515,6,3,2,1,21,4044727
1247,3,4,2,2,13,6986875
3366,1,5,4,1,27,15506134
1825,6,4,1,3,1,10985631
3363,4,4,1,0,2,17078971
3043,1,4,1,1,2,14974149
1681,3,4,1,1,8,8697109
2520,3,3,3,1,6,12757884
3615,2,5,4,0,1,18579391
3867,5,1,3,3,19,19373630
991,3,5,2,0,10,6445587
1640,3,5,2,3,2,9745005
3729,3,1,3,1,14,17657072
1867,5,4,3,0,22,10073056
3596,2,5,2,2,21,17308772
1455,3,3,4,3,19,8359357
2234,3,1,2,2,14,10991527
1976,4,1,1,0,4,9866684
4425,1,3,4,0,15,20267350
2262,1,3,2,3,12,11093479
3213,2,3,4,0,5,16222664
4325,5,2,1,3,2,21660302
585,2,1,4,0,30,2997501
3336,5,4,1,0,0,17510526
1894,5,1,2,2,21,9665016
3338,6,3,1,3,3,17936576
1696,4,2,2,3,24,8847383
2919,3,2,3,0,15,13743771
1812,3,3,4,1,6,10273521
797,6,4,3,3,29,5686409
4742,1,4,3,3,18,22068300
2905,6,2,4,2,8,15522023
1540,5,3,3,2,12,8978602
2418,5,4,2,3,30,12543435
4191,6,5,2,0,27,20764241
1823,3,1,3,1,2,9330568
3960,1,1,3,2,15,18092043
4524,4,1,3,3,14,22250234
1235,5,4,3,0,10,7372679
4212,5,5,1,1,27,20030342
2364,1,3,1,0,9,11320770
4708,5,5,2,1,9,23488159
3053,2,4,3,0,3,15307461
1382,3,2,2,2,26,6403853
3419,5,1,3,0,12,17256272
2300,2,4,2,2,15,11344973
3357,5,4,3,0,6,17908329
3649,3,2,4,3,26,17767325
895,3,3,1,1,4,5689481
1681,4,2,2,1,8,9276275
4388,6,4,3,0,18,21675446
2357,3,2,1,0,30,10891557
839,2,5,2,0,27,4770238
2876,3,1,3,0,29,12607698
4156,1,5,3,2,18,20232466
2320,6,2,1,3,15,11883026
3167,2,2,3,2,28,14379640
3243,5,2,2,0,16,16343533
4097,6,3,4,1,4,21784089
3456,1,3,1,1,19,15284462
1237,5,5,2,2,0,8423073
4498,6,2,3,0,26,21452547
614,3,5,2,0,5,5188054
1082,1,3,2,2,20,5408977
656,3,3,3,1,10,4199620
4394,1,5,4,0,26,20399561
4645,5,4,4,2,0,24052364
4736,5,1,3,1,20,22691271
4167,4,3,1,1,11,20363262
4038,1,1,4,3,5,18979198
2757,3,3,3,3,16,14174407
1007,2,3,3,2,23,4913307
1341,5,3,4,2,1,8526597
3534,4,2,1,3,20,17267217
1382,1,4,1,0,22,6281821
1912,4,4,3,3,6,10564809
3170,6,2,3,2,24,15755065
813,6,4,1,1,18,5109305
2172,4,4,4,3,10,12618485
3438,3,4,1,0,7,16908157
740,2,1,1,0,9,4227678
832,1,4,3,3,13,5417577
4118,5,5,1,2,1,21198635
2345,6,3,3,1,15,12483689
1818,3,5,3,0,14,9576324
2609,6,1,1,3,20,13508333
4724,4,2,3,3,8,23096947
2514,6,1,3,2,5,13884046
3771,4,2,3,1,29,17502831
1082,1,5,3,1,8,6699730
915,4,5,3,1,0,6546664
2622,4,4,3,2,29,12967385
562,5,1,3,2,10,3936855
3622,4,4,1,1,28,17424446
3189,4,1,3,2,22,15664495
4513,6,3,4,3,24,22696520
1989,2,5,4,3,25,10423970
2890,1,1,1,3,28,12738297
2796,6,2,4,3,7,15016016
1008,3,1,2,1,1,6194574
4777,3,4,3,1,28,22175655
1130,5,5,4,0,13,7761882
4883,2,4,1,1,11,23531183
2284,2,4,4,1,4,12469563
1785,2,4,2,3,10,9231659
3997,2,2,3,2,18,18767382
1823,3,4,3,1,16,9579634
3438,4,4,1,1,16,16907142
3201,4,3,2,1,29,15420272
3434,1,1,4,2,5,16422767
3820,5,1,2,2,18,18032384
2858,5,4,3,1,22,14896257
1907,5,2,3,3,9,10309759
1594,4,3,2,0,29,7610205
4230,2,3,2,1,28,19489372
3975,5,5,2,0,26,19625318
2854,4,5,3,2,11,14708749
3986,4,3,2,2,25,18778165
2176,5,1,3,3,2,12551994
4747,3,5,1,2,5,23762853
3148,3,1,4,0,0,15806593
2940,1,1,2,1,2,14154511
1929,3,2,3,0,23,9131003
3745,6,1,4,0,11,19205887
3115,5,5,1,3,15,16085933
3404,4,2,4,3,28,16286181
1292,6,2,2,1,16,8102106
3217,4,5,4,2,28,16308710
4194,1,1,1,0,11,19325653
4655,1,2,4,1,17,21211450
3857,2,5,2,2,6,18902737
1759,6,3,1,3,27,9711054
2962,5,4,1,3,3,15895232
1415,1,1,4,0,18,6596625
1258,6,4,2,1,24,7590457
1135,6,5,4,2,24,7331208
4100,6,5,2,2,13,20617304
2022,2,5,4,1,6,10606429
2527,2,4,1,3,1,13010453
518,2,2,1,3,23,2975503
4001,6,2,2,1,1,21052194
3842,2,3,2,0,7,18368757
1391,2,4,4,1,10,7450755
4780,2,5,4,2,30,21924510
2527,5,4,2,2,14,13423419
610,1,1,1,2,14,2834080
3768,6,2,2,1,14,19282973
1975,1,4,3,3,6,10370491
2844,4,2,2,3,18,14509374
658,3,2,3,2,6,4357319
4513,2,4,4,2,18,21696501
3365,1,4,2,3,1,16962894
2650,4,2,3,1,12,13175838
2837,5,2,4,3,4,14970670
3967,2,5,3,3,13,19821147
760,2,4,3,1,13,4583356
1374,5,5,4,0,29,8164853
3043,3,1,3,3,25,14737181
1912,6,2,4,2,23,10300155
1877,1,1,4,0,2,9275444
4341,3,4,3,1,26,20121731
2000,4,5,2,1,8,11649857
1560,1,4,2,0,24,6740937
4056,5,1,4,0,20,19246516
4511,2,4,1,0,0,21739961
1887,4,5,4,1,6,10745638
2376,1,5,4,2,21,11648809
1651,2,5,3,1,13,8807669
4128,2,4,3,1,7,20125808
4404,2,4,1,2,30,19899112
3766,6,2,2,0,3,19086282
3680,5,1,4,1,23,17538695
2802,6,5,1,2,18,14427913
3450,6,5,2,1,16,17488389
3058,1,4,1,1,1,15439612
3406,2,4,2,0,18,15758265
1154,6,1,1,1,26,6124236
4124,1,5,2,0,27,18733636
3685,1,3,2,0,20,16686989
2121,3,1,1,3,13,10697086
789,1,2,2,2,21,3548331
4328,1,2,3,1,7,20647333
2511,3,2,2,0,8,12969201
3400,3,1,3,3,26,15456319
1623,4,5,3,0,13,9462459
1221,6,4,3,3,10,8778246
3550,6,1,2,2,10,18207759
2636,3,5,2,3,24,12688404
2035,3,1,3,1,22,9599988
2039,1,5,3,2,12,10855726
875,3,1,3,3,15,5101592
3515,5,2,1,0,4,17674672
2931,6,4,1,3,24,15131583
744,5,3,4,2,24,5035317
4107,6,5,1,1,5,21423713
3261,2,5,3,1,24,15532329
2142,6,5,4,1,1,13047646
927,6,4,2,2,23,6092798
3530,6,3,4,1,5,18984373
1947,6,3,1,3,24,10652126
3394,1,3,1,2,1,16150185
4200,5,1,1,3,11,20215691
3427,5,4,1,1,2,17866969
2247,1,1,3,3,12,10439855
4418,3,3,4,3,20,21700335
2899,3,2,4,0,6,14761683
2220,3,4,3,1,1,12123844
2927,6,5,1,2,30,15229822
681,2,1,2,3,29,2787222
3965,1,4,3,2,3,19585053
1612,5,5,3,2,12,10237352
1975,4,5,2,0,7,10779114
3305,1,1,3,2,6,15854518
888,1,2,1,1,23,3473753
3432,4,4,4,2,23,16891355
1825,5,3,2,3,7,10783165
2090,3,1,4,1,27,9726180
1024,5,2,3,2,5,6533062
4477,5,3,3,3,3,22995004
3105,6,2,4,0,28,15423367
1646,2,2,3,0,22,8103280
2720,3,5,4,3,29,13129228
2418,4,1,2,3,17,11943487
2710,4,5,3,0,17,14375502
4394,6,5,1,3,26,22154207
4140,6,5,2,0,25,20932086
1527,2,5,1,0,1,8152268
830,1,3,3,1,1,5390456
1320,2,1,2,2,22,6619986
4989,5,1,1,1,27,22843851
4745,2,4,1,3,9,23006250
4979,2,3,1,3,19,23473252
1680,5,2,3,3,16,9006166
3018,4,4,2,3,14,15469988
2696,4,3,3,2,3,14872953
4430,6,4,2,2,14,22456029
570,2,5,4,3,15,4807650
2997,1,1,4,1,12,14480023
2829,3,5,4,3,25,14412523
735,3,4,1,0,29,3673272
4955,4,1,3,2,0,23975998
2897,3,5,4,3,5,15202621
2005,3,5,4,1,25,10623649
3872,4,2,3,2,29,18147695
3555,6,5,1,2,29,17756879
3096,5,2,2,1,18,15265636
1027,5,4,3,3,4,7159860
3811,1,2,3,0,5,17597197
1295,6,5,1,1,5,8280519
1859,6,5,3,0,23,10356521
1098,6,3,2,0,2,7630997
4127,1,1,4,0,0,19964199
3410,1,2,4,1,30,15360252
537,2,4,3,1,22,3230555
4336,4,4,3,1,0,22334527
509,1,5,1,3,9,3377102
2956,5,3,4,0,2,16284133
4476,5,1,4,0,30,20971068
4495,5,2,4,0,21,22057270
4293,3,4,2,3,16,21300321
2867,3,2,4,3,14,13905557
1843,6,4,3,3,18,10563521
4623,5,1,2,1,17,22026824
3774,3,5,3,0,4,18736990
2966,4,2,2,0,4,15525077
3384,5,1,2,1,16,16292863
4551,5,3,4,3,13,22392494
4287,5,4,4,3,1,22919128
3396,6,2,1,2,15,16904904
4475,2,1,3,0,16,20354522
1370,2,2,4,2,30,6457369
1420,1,1,3,2,16,6479153
953,3,5,4,1,13,6539470
700,3,1,1,2,15,3525235
4125,1,1,2,1,15,19034081
3062,4,5,4,2,6,16772591
3131,6,5,3,1,3,17672015
2806,6,5,4,0,1,16057021
627,2,1,3,0,5,3717038
2403,3,1,4,3,3,12579108
1481,3,3,2,3,0,8821803
3249,5,1,2,2,0,16500333
1901,1,4,2,0,13,9324614
1542,4,4,4,0,21,8888704
2735,6,1,4,1,26,13299787
4475,5,5,2,3,7,23184500
3087,3,4,4,3,11,16201788
924,6,1,2,0,1,6205532
3578,6,1,1,3,9,17966560
1724,5,1,2,2,10,9272380
2467,5,3,1,1,0,13073477
501,4,1,4,3,5,3873045
4006,2,1,1,2,23,17739011
729,4,4,1,1,25,4522762
2570,4,2,2,1,16,13207755
4799,5,5,3,0,28,23504565
3735,2,3,2,2,11,17919616
3588,2,3,2,1,10,16988468
4683,6,3,1,1,28,22428805
1075,4,4,4,1,17,6492893
728,4,4,1,0,29,3753658
4905,5,5,4,3,26,24421331
4148,4,2,3,3,16,20195934
2818,5,3,2,1,6,14896720
4441,4,1,1,1,30,19916530
2780,3,2,4,0,26,13255104
2860,3,5,2,0,16,14656327
1135,4,3,4,3,15,7478819
1642,5,3,3,0,27,8445257
4955,5,4,3,0,4,25266277
1989,5,3,1,3,2,11876505
1527,6,2,4,1,25,8483335
2573,4,1,4,0,7,13309502
1997,2,1,4,2,5,10625609
2821,1,5,3,3,7,14084670
2054,5,1,4,3,28,10114092
2078,6,5,4,0,13,12422794
3325,6,2,4,1,15,17319237
4374,5,1,1,3,15,20688990
4035,1,1,1,0,22,17686445
2726,3,1,2,1,2,13979258
2297,4,3,1,1,22,11678749
4625,2,4,1,2,30,21391436
4861,5,1,3,3,14,23995612
3463,6,3,3,2,18,17349789
1317,4,1,4,1,12,6986247
2912,4,5,1,3,9,15617230
642,2,1,3,2,29,2894806
535,6,4,3,3,4,5486205
2046,2,5,3,0,14,10919482
830,1,3,1,0,29,3681630
3860,1,3,2,3,3,18941217
587,6,1,2,2,21,3723876
1291,4,5,4,3,25,7917561
4690,2,1,3,1,17,21185818
2667,3,3,2,3,28,12907870
3878,5,3,1,0,11,19153360
2906,5,3,3,3,4,16150560
3870,5,4,1,1,6,19696737
4148,1,4,4,2,1,20659563
4302,4,5,4,0,4,22148998
2280,4,5,1,1,29,11269881
1575,1,2,3,0,23,6597845
2039,6,5,2,2,29,10916945
2030,3,3,1,0,25,9392743
4503,3,5,4,3,23,22303081
1670,1,2,2,1,7,8084931
1094,1,4,4,0,4,6744150
4833,6,3,4,0,15,24332610
657,1,3,3,0,26,2764008
3170,4,5,2,2,1,16940586
3940,3,2,2,3,10,19574399
4114,3,1,3,3,23,19071398
4731,5,1,1,0,7,22850063
2008,6,3,4,3,19,11185827
3585,1,1,4,0,3,17262416
3782,5,1,4,2,28,18485194
4650,6,5,2,3,12,23824236
1224,5,4,1,3,27,7100251
921,6,5,2,1,30,5585248
2510,1,5,3,0,5,12405431
3758,4,4,1,2,21,17711722
4501,1,2,4,2,3,21659139
3117,1,3,3,1,30,13547459
3536,2,3,1,3,26,16294153
3913,3,4,4,0,30,18197191
4000,1,1,3,3,5,18908255
4046,4,1,3,2,15,19119671
4961,2,1,3,2,19,22528160
787,6,1,4,0,13,5941946
1972,1,5,2,3,14,10159576
2808,3,5,4,3,15,14520203
4669,4,1,2,2,20,22362721
4633,2,1,2,2,25,20870777
1142,5,1,1,2,2,6992212
4882,3,2,1,2,11,22650462
3532,1,5,4,0,4,17854210
1527,3,4,1,0,5,8477789
2468,3,2,1,1,12,12421625
2159,2,2,4,0,19,9958801
1872,2,3,2,3,30,8823609
1363,4,5,2,0,26,7332663
1290,2,3,3,1,3,7896107
4204,5,1,3,0,3,21194115
3905,6,4,4,0,17,20360315
4052,1,2,1,0,23,18304791
2433,4,4,2,3,13,12811586
653,5,2,1,0,22,4070822
3651,1,5,2,2,24,17492004
1464,3,3,1,1,1,8575983
1684,6,2,1,3,22,9065644
3233,6,2,4,2,30,15594135
1128,1,2,4,0,4,6345331
4328,4,2,2,0,24,19812384
2204,3,4,1,2,3,11536695
1240,1,1,2,1,17,5469963
833,6,2,1,1,28,4480343
2719,3,4,3,0,17,13117744
607,3,3,4,1,28,3164054
1769,3,5,1,2,21,8823167
1520,5,2,4,0,20,8347199
2150,4,3,4,3,13,11951002
2809,4,1,3,3,30,13224951
3747,6,4,2,3,25,18651055
2455,1,4,1,2,15,12052568
2899,1,3,3,1,26,13433201
3481,4,1,4,3,23,17005480
1627,2,3,1,1,19,8231721
3574,5,4,4,0,15,18058680
4841,2,3,3,1,27,22113501
3615,4,5,4,3,25,17994479
1660,5,3,3,3,25,9340472
1609,5,3,2,0,16,8395960
2302,4,2,3,3,10,12419834
3500,4,1,3,1,23,16702648
2011,3,1,4,1,0,11228551
2750,1,5,2,2,16,13481183
1294,5,4,1,1,8,8461208
3206,2,5,3,1,25,14900395
1080,5,2,3,0,15,6664275
1137,5,3,4,1,13,7557525
509,6,2,1,0,23,3163003
1312,4,2,2,1,28,6344829
2802,1,2,3,1,23,13079516
2429,6,2,2,1,23,12387888
4100,4,2,3,2,21,19449128
3348,4,5,3,0,7,17042468
665,4,5,4,3,8,5945353
1622,3,4,2,2,11,8944747
2715,1,2,2,1,11,12585366
